id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
571546101490556946,https://www.airbnb.com/rooms/571546101490556946,20231223055446,2023-12-23,previous scrape,Guest suite in Den Haag · ★4.94 · 1 bedroom · 1 bed · 1 bath,,Quiet and friendly near nature. Great range of restaurants on the beach and more around Fahrenheitstraat (10 mins by bike).,https://a0.muscache.com/pictures/miso/Hosting-571546101490556946/original/7d8f8479-1962-4872-8681-105cbf0e72aa.jpeg,31092045,https://www.airbnb.com/users/show/31092045,Gael,2015-04-12,Netherlands,Mother of two - International development professional - passionate about our planet and our people...,N/A,N/A,73%,t,https://a0.muscache.com/im/pictures/user/d7a41f3c-7c1f-4da9-9fdc-2f8bb29976d4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d7a41f3c-7c1f-4da9-9fdc-2f8bb29976d4.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Vogelwijk,Wijk 13 Vogelwijk,52.07452,4.24058,Entire guest suite,Entire home/apt,2,,1 bath,,1,[],,5,1125,5,5,1125,1125,5.0,1125.0,,,0,0,0,0,2023-12-23,36,16,0,2022-05-15,2023-10-06,4.94,4.94,4.86,5.0,4.97,4.92,4.89,05188A424ACD2C48D560,f,1,1,0,0,1.84
572439562107059576,https://www.airbnb.com/rooms/572439562107059576,20231223055446,2023-12-23,city scrape,Home in Den Haag · ★4.89 · 3 bedrooms · 4 beds · 2 baths,,"3mn walk from the beach, many restaurants and cafes in the area and a 10mn bike ride to the centre of The Hague",https://a0.muscache.com/pictures/miso/Hosting-572439562107059576/original/81c6339d-b4e0-493f-9ee9-e9cb820db4ca.jpeg,5344857,https://www.airbnb.com/users/show/5344857,Frederiek,2013-03-06,"The Hague, Netherlands","Hello,

We're Jeen & Frederiek and since january 2022 we have our own beautiful place in Scheveningen. For surfers like us, its the perfect place to live and enjoy the beachvibes. It still feels like holiday (almost) every day.

When we are out of town we would love for other people to feel at home like we do and experience some good surf, walks, coffees and nice restaurants.

You're more than welcome!",within an hour,100%,54%,f,https://a0.muscache.com/im/pictures/user/01112df5-2949-4ef9-ab69-7ca9dcaac7cd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/01112df5-2949-4ef9-ab69-7ca9dcaac7cd.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Visserijbuurt,Wijk 07 Scheveningen,52.10395,4.27719,Entire home,Entire home/apt,7,,2 baths,,4,[],$300.00,5,14,5,5,14,14,5.0,14.0,,t,3,23,53,53,2023-12-23,9,6,0,2022-06-04,2023-08-19,4.89,4.89,4.33,4.89,5.0,5.0,4.78,0518 8C85 05C7 C95F 855D,f,1,1,0,0,0.48
575078564703281534,https://www.airbnb.com/rooms/575078564703281534,20231223055446,2023-12-23,city scrape,Chalet in Den Haag · ★5.0 · 2 bedrooms · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/prohost-api/Hosting-575078564703281534/original/b4fd71cd-488a-455d-aba3-553f6896d81e.jpeg,256391686,https://www.airbnb.com/users/show/256391686,Eezz,2019-04-17,,"",within an hour,100%,93%,f,https://a0.muscache.com/im/pictures/user/1c2b68c6-bd69-410f-863e-ccc33149ea44.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1c2b68c6-bd69-410f-863e-ccc33149ea44.jpg?aki_policy=profile_x_medium,,141,229,"['email', 'phone', 'work_email']",t,t,,Ockenburgh,Wijk 15 Kijkduin en Ockenburgh,52.05375,4.21462,Entire chalet,Entire home/apt,2,,1 bath,,2,[],$106.00,1,1125,1,5,3,1125,1.3,999.2,,t,0,0,0,56,2023-12-23,3,3,0,2023-07-03,2023-08-25,5.0,5.0,4.67,5.0,5.0,5.0,4.67,Exempt,f,10,10,0,0,0.52
575931851626976021,https://www.airbnb.com/rooms/575931851626976021,20231223055446,2023-12-23,city scrape,Condo in Den Haag · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,,https://a0.muscache.com/pictures/miso/Hosting-575931851626976021/original/b3ba968d-4919-4d94-abee-d075969032c9.jpeg,6985609,https://www.airbnb.com/users/show/6985609,Julie,2013-06-18,"The Hague, Netherlands",Hi! My name is Julie and I’m 31 years old. I live in The Hague near the beach. I love to explore new places! ,within a day,75%,26%,f,https://a0.muscache.com/im/pictures/user/e4bf9941-7f5b-4b5f-99ff-7ffe68b87310.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e4bf9941-7f5b-4b5f-99ff-7ffe68b87310.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Visserijbuurt,Wijk 07 Scheveningen,52.10449,4.28034,Entire condo,Entire home/apt,2,,1.5 baths,,1,[],$175.00,2,28,2,2,28,28,2.0,28.0,,t,27,57,87,362,2023-12-23,14,4,0,2022-04-17,2023-08-21,5.0,5.0,5.0,4.93,5.0,4.93,4.79,0518 D0DF 56EB 0E25 1F07,f,1,1,0,0,0.68
579488313916529140,https://www.airbnb.com/rooms/579488313916529140,20231223055446,2023-12-23,city scrape,Serviced apartment in Den Haag · ★4.67 · 2 bedrooms · 6 beds · 1.5 baths,,"The accomodation is located right in the city center of Den Haag. The Dutch parliament is on a walking distance. It’s perfectly accessible by train, bus ans trams. Perfectly accessible from the beach (Scheveningen).",https://a0.muscache.com/pictures/miso/Hosting-579488313916529140/original/eb481943-fdd4-403f-9e73-98998054512c.jpeg,448749794,https://www.airbnb.com/users/show/448749794,Bekir,2022-03-09,,"",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/15178280-9a59-4f3f-a9a6-a44d289711ad.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/15178280-9a59-4f3f-a9a6-a44d289711ad.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Kortenbos,Wijk 28 Centrum,52.076,4.30534,Entire serviced apartment,Entire home/apt,6,,1.5 baths,,6,[],$230.00,2,21,2,2,1125,1125,2.0,1125.0,,t,15,34,64,64,2023-12-23,82,46,3,2022-03-18,2023-12-10,4.67,4.79,4.55,5.0,4.98,4.96,4.46,Exempt,f,1,1,0,0,3.81
580282042490899935,https://www.airbnb.com/rooms/580282042490899935,20231223055446,2023-12-23,city scrape,Vacation home in Den Haag · ★4.50 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-580282042490899935/original/c3cb2f55-f249-43ba-b4b5-3a8ef8f753ae.jpeg,9165668,https://www.airbnb.com/users/show/9165668,Robert,2013-10-01,"The Hague, Netherlands","Multiple properties in The Hague also for longer stays.

About me:
I was born in the Netherlands and traveled all over the world, at this moment I own a housing company in The Hague. Aiming for a comfortable life with freedom, travel and (spiritual) growth

Comapany(four star apartments)
My company has over 50 apartments for long and short stay.  We have a hosting team to lookout for your comfort and to makesure that you have a smooth stay.",within an hour,96%,81%,f,https://a0.muscache.com/im/pictures/user/69b0ad12-df4f-4791-bf72-886f32eb1b7c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/69b0ad12-df4f-4791-bf72-886f32eb1b7c.jpg?aki_policy=profile_x_medium,,31,80,"['email', 'phone', 'work_email']",t,t,,Scheveningen Badplaats,Wijk 07 Scheveningen,52.105511,4.274664,Entire vacation home,Entire home/apt,2,,1 bath,,1,[],$111.00,1,365,1,5,365,365,2.1,365.0,,t,23,53,83,358,2023-12-23,16,4,0,2022-04-14,2023-09-10,4.5,4.63,4.63,4.81,4.81,4.88,4.31,Exempt,f,29,29,0,0,0.78
580298231650220153,https://www.airbnb.com/rooms/580298231650220153,20231223055446,2023-12-23,city scrape,Vacation home in Den Haag · ★4.64 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-580298231650220153/original/d9b55d72-8cf3-441f-95a8-81cb14224b8a.jpeg,9165668,https://www.airbnb.com/users/show/9165668,Robert,2013-10-01,"The Hague, Netherlands","Multiple properties in The Hague also for longer stays.

About me:
I was born in the Netherlands and traveled all over the world, at this moment I own a housing company in The Hague. Aiming for a comfortable life with freedom, travel and (spiritual) growth

Comapany(four star apartments)
My company has over 50 apartments for long and short stay.  We have a hosting team to lookout for your comfort and to makesure that you have a smooth stay.",within an hour,96%,81%,f,https://a0.muscache.com/im/pictures/user/69b0ad12-df4f-4791-bf72-886f32eb1b7c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/69b0ad12-df4f-4791-bf72-886f32eb1b7c.jpg?aki_policy=profile_x_medium,,31,80,"['email', 'phone', 'work_email']",t,t,,Scheveningen Badplaats,Wijk 07 Scheveningen,52.105515,4.274669,Entire vacation home,Entire home/apt,2,,1 bath,,1,[],$150.00,5,365,3,5,365,365,5.0,365.0,,t,15,15,15,251,2023-12-23,25,10,1,2022-03-21,2023-11-26,4.64,4.48,4.68,4.84,4.8,4.8,4.24,Exempt,t,29,29,0,0,1.17
581061428704987536,https://www.airbnb.com/rooms/581061428704987536,20231223055446,2023-12-23,city scrape,Townhouse in Den Haag · 4 bedrooms · 5 beds · 1 bath,,"Duinoord. Nice, early 20th century architecture. Close to shopping street and beaches and city center.",https://a0.muscache.com/pictures/miso/Hosting-581061428704987536/original/8d06e60f-12be-4d40-81ca-0348eeeda1f0.jpeg,388963171,https://www.airbnb.com/users/show/388963171,Marieke,2021-02-17,"The Hague, Netherlands","",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/78335ffc-7c1c-4cca-8a91-56d2e29f3263.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/78335ffc-7c1c-4cca-8a91-56d2e29f3263.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Sweelinckplein en omgeving,Wijk 11 Duinoord,52.07921,4.27755,Entire townhouse,Entire home/apt,5,,1 bath,,5,[],$280.00,7,30,7,7,30,30,7.0,30.0,,t,0,0,21,296,2023-12-23,1,1,0,2023-08-19,2023-08-19,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0518 CF2D 8D5C F716 4F31,f,1,1,0,0,0.24
581518922736965790,https://www.airbnb.com/rooms/581518922736965790,20231223055446,2023-12-23,previous scrape,Bed and breakfast in Rijswijk · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,,The house is set in a quiet Victorian Neighbourhood full of trees. the center of old Rijswijk is within walking distance (10 min) where you find essential shops and restaurants.,https://a0.muscache.com/pictures/airflow/Hosting-581518922736965790/original/d82ea5c4-164d-445f-89d0-d3d038f10229.jpg,27541839,https://www.airbnb.com/users/show/27541839,Melanie,2015-02-10,"The Hague, Netherlands","I live close to the sea since I love the beach, especially
 during long Summer nights...besides that I love to travel and explore new cities.",within a few hours,100%,73%,f,https://a0.muscache.com/im/pictures/user/User-27541839/original/52545fa8-1bd8-4526-9bc1-276686c91b30.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-27541839/original/52545fa8-1bd8-4526-9bc1-276686c91b30.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Rijswijk, Zuid-Holland, Netherlands",Vlietzoom-West,Wijk 41 Hoornwijk,52.05457,4.34609,Private room in bed and breakfast,Private room,2,,1 shared bath,,1,[],$95.00,2,7,2,2,7,7,2.0,7.0,,t,0,0,0,0,2023-12-23,14,9,0,2022-04-10,2023-10-11,5.0,4.93,4.86,5.0,5.0,4.86,4.86,,f,1,0,1,0,0.67
582212421230419264,https://www.airbnb.com/rooms/582212421230419264,20231223055446,2023-12-23,previous scrape,Condo in Den Haag · 2 bedrooms · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/44a3cbcb-336e-4806-ace7-075d1afbe79c.jpg,238721922,https://www.airbnb.com/users/show/238721922,Renske,2019-01-24,Netherlands,"",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/10b774df-7838-4524-8177-98d55f303a0e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/10b774df-7838-4524-8177-98d55f303a0e.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Vruchtenbuurt,Wijk 19 Vruchtenbuurt,52.06951,4.25922,Entire condo,Entire home/apt,2,,1 bath,,1,[],,1,365,1,1,365,365,1.0,365.0,,,0,0,0,0,2023-12-23,2,0,0,2022-06-11,2022-06-26,4.5,4.5,3.5,5.0,4.5,4.5,4.5,0518 9C5C 4228 77E8 E9B4,t,1,1,0,0,0.11
587642200811871780,https://www.airbnb.com/rooms/587642200811871780,20231223055446,2023-12-23,previous scrape,Home in Den Haag · 4 bedrooms · 8 beds · 3 baths,,"The Zeeheldenkwartier area has it all: eclectic shops and restaurants from countries all over the world, hipster and bohemian bars and cafes, populated by friendly and cosmopolitan people from all walks of life. <br /><br />The area is just next to the city center of The Hague, with a vibrant jazz scene, cinemas large and small, and many world-class museums. Bike distance to Delft, close to Amsterdam and Rotterdam<br /><br />At the same time, on walking distance you can find serenity and beauty on walking trails all the way to the beach and the dunes. The city of The Hague has many (previously royal) estates that are now open to the public so that, together with the dunes and ocean, it has been ranked the 3rd greenest city in the world.<br /><br />We will make you a list when you arrive.",https://a0.muscache.com/pictures/miso/Hosting-587642200811871780/original/7f425cbf-ab47-41de-8ee0-c1f339b39acd.jpeg,8300451,https://www.airbnb.com/users/show/8300451,Sjoerd,2013-08-21,"The Hague, Netherlands","Before we became a a family of four, we have traveled a lot across the world (for business and pleasure).  We know what travelers like, and love like the AirBnB concept because we are tired of hotels :-)",N/A,N/A,0%,f,https://a0.muscache.com/im/users/8300451/profile_pic/1377093144/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8300451/profile_pic/1377093144/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Den Haag, Zuid-Holland, Netherlands",Zeeheldenkwartier,Wijk 22 Zeeheldenkwartier,52.08373,4.29648,Entire home,Entire home/apt,6,,3 baths,,8,[],,7,14,7,7,14,14,7.0,14.0,,,0,0,0,0,2023-12-23,1,0,0,2022-05-01,2022-05-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0518 AD65 CFAC B64E F435,f,1,1,0,0,0.05
590624364001038096,https://www.airbnb.com/rooms/590624364001038096,20231223055446,2023-12-23,city scrape,Townhouse in Den Haag · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,,"Next to Reinkenstraat shopping center, with great cafes, bars and restaurants.",https://a0.muscache.com/pictures/miso/Hosting-590624364001038096/original/dcfb306e-991d-4512-9c52-21d913ec2d16.jpeg,34266522,https://www.airbnb.com/users/show/34266522,Njambi,2015-05-26,"The Hague, Netherlands","If you love vacationing in a city and can afford it, buy a home and share with others.  I am a builder and interior designer.  You have one life live, make the best of it everyday.",within a day,100%,69%,f,https://a0.muscache.com/im/pictures/user/User-34266522/original/ad3d778a-0bf6-4064-8153-498a28eb555b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-34266522/original/ad3d778a-0bf6-4064-8153-498a28eb555b.jpg?aki_policy=profile_x_medium,,2,4,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Sweelinckplein en omgeving,Wijk 11 Duinoord,52.08235,4.28247,Private room in townhouse,Private room,2,,1 shared bath,,1,[],$90.00,2,180,2,2,180,180,2.0,180.0,,t,27,57,66,192,2023-12-23,8,2,0,2022-04-16,2023-09-18,4.88,5.0,4.88,5.0,5.0,5.0,4.88,0518 A48B 6237 575B 0894,f,2,0,2,0,0.39
590624533435926710,https://www.airbnb.com/rooms/590624533435926710,20231223055446,2023-12-23,city scrape,Townhouse in Den Haag · 1 bedroom · 1 bed · 1 shared bath,,Quaint international neighbourhood with bars and restaurant nearby.  10 minutes to Den Haag Central by foot.,https://a0.muscache.com/pictures/airflow/Hosting-590624533435926710/original/5802d6c7-4fb6-427d-9138-d22b568e4f14.jpg,34266522,https://www.airbnb.com/users/show/34266522,Njambi,2015-05-26,"The Hague, Netherlands","If you love vacationing in a city and can afford it, buy a home and share with others.  I am a builder and interior designer.  You have one life live, make the best of it everyday.",within a day,100%,69%,f,https://a0.muscache.com/im/pictures/user/User-34266522/original/ad3d778a-0bf6-4064-8153-498a28eb555b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-34266522/original/ad3d778a-0bf6-4064-8153-498a28eb555b.jpg?aki_policy=profile_x_medium,,2,4,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Sweelinckplein en omgeving,Wijk 11 Duinoord,52.082031,4.281731,Private room in townhouse,Private room,2,,1 shared bath,,1,[],$90.00,2,360,2,2,360,360,2.0,360.0,,t,29,59,68,82,2023-12-23,2,0,0,2022-04-23,2022-06-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0518 A48B 6237 575B 0894,f,2,0,2,0,0.10
591869584340967591,https://www.airbnb.com/rooms/591869584340967591,20231223055446,2023-12-23,city scrape,Cottage in Den Haag · ★4.60 · 2 bedrooms · 2 beds · 1.5 baths,,"Please note our cottage is situated in a residential area. This means that you are living close to our neighbours and we ask that you respect decent noise levels during the day, and especially during the night, and leave things tidy when you leave the house.",https://a0.muscache.com/pictures/miso/Hosting-591869584340967591/original/96f01919-2aa1-4025-bcb2-67f80d33a3fc.jpeg,15478680,https://www.airbnb.com/users/show/15478680,Marco,2014-05-13,"The Hague, Netherlands",We travel often between our beach cottage in The Hague and our boutique winery in Tongeren (Belgium). Enjoy life and live it with all the energy you have.,within an hour,100%,83%,f,https://a0.muscache.com/im/pictures/user/21794e71-e246-44ea-866a-25e76ac22b0e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/21794e71-e246-44ea-866a-25e76ac22b0e.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone', 'work_email']",t,t,"Den Haag, Zuid-Holland, Netherlands",Rijslag,Wijk 07 Scheveningen,52.11089,4.284,Entire cottage,Entire home/apt,4,,1.5 baths,,2,[],$250.00,3,14,3,3,1125,1125,3.0,1125.0,,t,5,10,15,15,2023-12-23,10,3,0,2022-05-15,2023-08-14,4.6,4.8,4.7,5.0,5.0,5.0,4.1,0518 BCE7 965C E9C3 026D,f,1,1,0,0,0.51
593433960226940720,https://www.airbnb.com/rooms/593433960226940720,20231223055446,2023-12-23,city scrape,Condo in Den Haag · ★4.67 · 2 bedrooms · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-593433960226940720/original/edfc06ac-0434-4837-926a-d51f8f9fd2d5.jpeg,366086049,https://www.airbnb.com/users/show/366086049,Alrik,2020-09-05,"The Hague, Netherlands",Together with Johanna and two daughters I live in Scheveningen in the apartment that is on Airbnb when we travel ourselves. We love to surf in front of our house and during travels.  I’m a photographer and photo editor and create atmospheric sea and cloud scapes. A couple of these works are on the walls in the apartment.,N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/b57a325f-8fb5-4288-a596-d8c0e16c4ba9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b57a325f-8fb5-4288-a596-d8c0e16c4ba9.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,,Scheveningen Badplaats,Wijk 07 Scheveningen,52.10759,4.27505,Entire condo,Entire home/apt,4,,1 bath,,2,[],$220.00,7,365,7,7,1125,1125,7.0,1125.0,,t,0,0,0,50,2023-12-23,6,3,0,2022-07-16,2023-08-04,4.67,4.83,4.5,5.0,5.0,5.0,4.17,0518 8E72 F96B 2289 20C0,f,1,1,0,0,0.34
594762986878063956,https://www.airbnb.com/rooms/594762986878063956,20231223055446,2023-12-23,city scrape,Villa in Den Haag · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,,"Located in the Keizerstraat, surrounded by shops, bars and restaurants.",https://a0.muscache.com/pictures/cfd21f90-e87d-44b6-8cb1-b662b9b742da.jpg,424323112,https://www.airbnb.com/users/show/424323112,Hannah,2021-09-23,"The Hague, Netherlands",It’s always better at the sea! (Together with my two daughters ;-),within an hour,100%,66%,t,https://a0.muscache.com/im/pictures/user/e954215a-a88a-4e59-89f0-38349f84a556.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e954215a-a88a-4e59-89f0-38349f84a556.jpg?aki_policy=profile_x_medium,,2,2,['phone'],t,t,"Den Haag, Zuid-Holland, Netherlands",Scheveningen Badplaats,Wijk 07 Scheveningen,52.10727,4.27202,Entire villa,Entire home/apt,6,,1.5 baths,,4,[],$218.00,2,60,2,2,60,60,2.0,60.0,,t,8,8,8,8,2023-12-23,4,3,0,2022-09-11,2023-07-29,5.0,5.0,5.0,4.75,5.0,4.5,4.75,05184214D19D4505D327,f,2,2,0,0,0.26
597420714125723682,https://www.airbnb.com/rooms/597420714125723682,20231223055446,2023-12-23,city scrape,Place to stay in Den Haag · ★4.95 · 1 bedroom · 1 bed · 1.5 baths,,It’s central located in the Keizerstraat. <br />The beach is 100 meters walk. You can hear the sea! Shops are within walking distance. There are two supermarkets and several delis (cheese!). <br />It’s surrounded by delicious restaurants and bars.,https://a0.muscache.com/pictures/miso/Hosting-597420714125723682/original/e37d6c89-027f-4c84-879e-aa38f7995283.jpeg,424323112,https://www.airbnb.com/users/show/424323112,Hannah,2021-09-23,"The Hague, Netherlands",It’s always better at the sea! (Together with my two daughters ;-),within an hour,100%,66%,t,https://a0.muscache.com/im/pictures/user/e954215a-a88a-4e59-89f0-38349f84a556.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e954215a-a88a-4e59-89f0-38349f84a556.jpg?aki_policy=profile_x_medium,,2,2,['phone'],t,t,"Den Haag, Zuid-Holland, Netherlands",Scheveningen Badplaats,Wijk 07 Scheveningen,52.106812,4.272468,Entire place,Entire home/apt,2,,1.5 baths,,1,[],$180.00,2,365,2,2,365,365,2.0,365.0,,t,28,58,88,363,2023-12-23,22,12,0,2022-06-06,2023-10-22,4.95,5.0,5.0,5.0,4.95,4.95,4.86,0518 4214 D19D 4505 D327,f,2,2,0,0,1.17
597623365365421460,https://www.airbnb.com/rooms/597623365365421460,20231223055446,2023-12-23,city scrape,Home in Den Haag · 4 bedrooms · 3 beds · 1.5 baths,,quiet nice neighborhood next to the dunes. about 15 min walk to the beach.,https://a0.muscache.com/pictures/miso/Hosting-597623365365421460/original/0ef14b2e-4ca6-4689-a406-c6d0cc13a578.jpeg,292482633,https://www.airbnb.com/users/show/292482633,Hendrik,2019-09-06,"The Hague, Netherlands","",within a day,100%,N/A,f,https://a0.muscache.com/im/pictures/user/c796a935-55c0-424d-8bbc-587a55f8796a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c796a935-55c0-424d-8bbc-587a55f8796a.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Vogelwijk,Wijk 13 Vogelwijk,52.08223,4.25616,Entire home,Entire home/apt,5,,1.5 baths,,3,[],$400.00,10,365,10,10,365,365,10.0,365.0,,t,29,59,89,364,2023-12-23,1,1,0,2023-08-21,2023-08-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0518AF54A08E5DB9D56F,f,1,1,0,0,0.24
597729985972035289,https://www.airbnb.com/rooms/597729985972035289,20231223055446,2023-12-23,city scrape,Guest suite in Den Haag · 1 bedroom · 1 bed · 1 private bath,,,https://a0.muscache.com/pictures/miso/Hosting-597729985972035289/original/02728d2c-7d23-4035-b92e-707cfd4b5937.jpeg,452697258,https://www.airbnb.com/users/show/452697258,Marcel Ellen,2022-04-04,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/9a1a04e9-a0d8-437c-a8f0-2e8138739412.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9a1a04e9-a0d8-437c-a8f0-2e8138739412.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Ockenburgh,Wijk 15 Kijkduin en Ockenburgh,52.05636,4.2136,Private room in guest suite,Private room,2,,1 private bath,,1,[],$105.00,2,365,2,2,365,365,2.0,365.0,,t,18,42,57,240,2023-12-23,0,0,0,,,,,,,,,,Exempt,f,1,0,1,0,
598807009507064166,https://www.airbnb.com/rooms/598807009507064166,20231223055446,2023-12-23,city scrape,Condo in Den Haag · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,,,https://a0.muscache.com/pictures/miso/Hosting-598807009507064166/original/6594a1dd-288a-470d-806e-296a708a7bc0.jpeg,356284071,https://www.airbnb.com/users/show/356284071,Tymen,2020-07-14,"The Hague, Netherlands","",N/A,N/A,50%,f,https://a0.muscache.com/im/pictures/user/a13f2bf3-5c52-4087-a152-8d45a2cbf611.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a13f2bf3-5c52-4087-a152-8d45a2cbf611.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Heesterbuurt,Wijk 20 Valkenboskwartier,52.06867,4.27034,Private room in condo,Private room,2,,1 shared bath,,1,[],$142.00,7,385,7,7,385,385,7.0,385.0,,t,0,30,60,240,2023-12-23,6,1,0,2022-04-18,2023-05-19,4.67,4.67,5.0,5.0,5.0,4.67,4.17,0518 7DB0 34E9 CEC4 0599,f,1,0,1,0,0.29
598934742274781389,https://www.airbnb.com/rooms/598934742274781389,20231223055446,2023-12-23,previous scrape,Chalet in Den Haag · ★4.42 · 2 bedrooms · 3 beds · 1 bath,,,https://a0.muscache.com/pictures/prohost-api/Hosting-598934742274781389/original/a1c16556-1541-49a3-967a-09a9648c53fa.jpeg,256391686,https://www.airbnb.com/users/show/256391686,Eezz,2019-04-17,,"",within an hour,100%,93%,f,https://a0.muscache.com/im/pictures/user/1c2b68c6-bd69-410f-863e-ccc33149ea44.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1c2b68c6-bd69-410f-863e-ccc33149ea44.jpg?aki_policy=profile_x_medium,,141,229,"['email', 'phone', 'work_email']",t,t,,Ockenburgh,Wijk 15 Kijkduin en Ockenburgh,52.05937,4.21283,Entire chalet,Entire home/apt,4,,1 bath,,3,[],$112.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2023-12-23,12,7,0,2022-05-16,2023-10-09,4.42,4.25,4.17,4.67,4.75,4.5,4.17,Exempt,f,10,10,0,0,0.61
